58900 | 57540 
60457 | 60683 
57449 | 58410 
60053 | 60705 
58464 | 57427 
57681 | 59655 
58531 | 60523 
59605 | 58548 
57497 | 59985 
60496 | 57455 
58631 | 59407 
57474 | 60504 
58767 | 59442 
59052 | 60714 
59097 | 58948 
57427 | 58198 
60817 | 59735 
57768 | 60044 
58901 | 59490 
58921 | 58677 
57873 | 60711 
57371 | 58765 
58071 | 58572 
57704 | 59465 
60610 | 60258 
57526 | 58721 
59929 | 60696 
60633 | 58547 
60423 | 60727 
57511 | 58534 
59831 | 59491 
57608 | 59490 
57517 | 59059 
59651 | 57709 
59396 | 59839 
58668 | 58968 
58502 | 60778 
58148 | 58118 
57414 | 59466 
57610 | 58650 
57730 | 60095 
58703 | 60113 
57356 | 60047 
58221 | 59091 
59730 | 59424 
57485 | 60683 
60597 | 57962 
59529 | 58648 
58514 | 60209 
59606 | 60203 
59072 | 57483 
59045 | 60844 
60113 | 60437 
58886 | 58952 
61439 | 60618 
59820 | 60187 
59755 | 59519 
60465 | 60817 
60012 | 57615 
60501 | 58713 
60671 | 59044 
57894 | 58387 
60742 | 57775 
58764 | 57553 
60743 | 57356 
57898 | 58626 
58651 | 59053 
58176 | 60589 
