57622 | 60772 
57369 | 60628 
60679 | 57863 
57925 | 59914 
59076 | 60161 
57782 | 58436 
60246 | 58758 
60754 | 59606 
59936 | 60818 
57549 | 59585 
58011 | 58763 
59050 | 60008 
59476 | 59781 
59413 | 58038 
58473 | 59909 
57433 | 58534 
57778 | 58965 
58189 | 59559 
60464 | 59674 
60504 | 58437 
60693 | 59828 
58203 | 57864 
58539 | 59043 
59744 | 60051 
57428 | 59410 
58033 | 58498 
60479 | 59411 
60228 | 59093 
58726 | 58058 
60591 | 57513 
59667 | 59721 
59725 | 58644 
59739 | 57600 
58183 | 60614 
60443 | 59526 
58501 | 60755 
57882 | 60008 
60550 | 58019 
58799 | 58907 
58445 | 59076 
60583 | 60103 
59746 | 57371 
58135 | 57492 
59607 | 60836 
58023 | 60207 
59535 | 60843 
59650 | 60598 
59061 | 59012 
60507 | 59092 
57351 | 59810 
57346 | 60845 
60751 | 58724 
58763 | 60423 
60597 | 59926 
60084 | 59073 
58913 | 60516 
58200 | 57935 
57897 | 58000 
60759 | 60703 
59915 | 58047 
60817 | 60851 
60456 | 60118 
59042 | 59937 
59692 | 57638 
59675 | 57951 
59033 | 58075 
57743 | 59937 
58543 | 57990 
58202 | 59471 
59522 | 57962 
58124 | 59476 
58636 | 59795 
58148 | 58668 
59027 | 59904 
57380 | 57927 
60481 | 59715 
58770 | 58372 
57783 | 59074 
57856 | 58584 
58186 | 60039 
58395 | 57562 
59913 | 59413 
58623 | 60237 
60000 | 57641 
60058 | 60469 
59660 | 59433 
60826 | 58133 
57474 | 60204 
59604 | 60832 
57674 | 60443 
60045 | 57475 
59557 | 57697 
59945 | 58921 
58181 | 58447 
57383 | 58773 
57960 | 57783 
60159 | 58534 
59394 | 58623 
57413 | 60694 
60776 | 60212 
