60807 | 59432 
59831 | 60049 
59666 | 57428 
58760 | 59797 
60511 | 58187 
58757 | 60170 
60763 | 57778 
59395 | 58127 
59744 | 58982 
59524 | 58806 
58113 | 60000 
60566 | 57386 
58380 | 58039 
58162 | 60099 
58516 | 60703 
58038 | 60832 
58052 | 58623 
59904 | 58644 
58018 | 60255 
59801 | 58416 
59430 | 58451 
59663 | 57986 
58073 | 59392 
60237 | 58380 
57946 | 58729 
60567 | 57773 
59082 | 59802 
60235 | 57397 
58212 | 58975 
59714 | 59967 
60741 | 58458 
58153 | 59907 
58536 | 60672 
58471 | 60193 
59825 | 57441 
58626 | 58920 
57879 | 57991 
60455 | 59593 
57539 | 60694 
60421 | 57563 
58796 | 59503 
58905 | 59717 
60522 | 58457 
60565 | 58187 
59985 | 60255 
58586 | 57355 
58929 | 59541 
57675 | 60822 
60620 | 58769 
58978 | 58672 
