59663 | 59544 
58772 | 59776 
59464 | 58498 
57647 | 60159 
58389 | 60050 
60267 | 57516 
58073 | 58754 
58675 | 59969 
58196 | 58804 
58562 | 60618 
60493 | 59476 
57424 | 59698 
58714 | 60678 
60832 | 60847 
57943 | 57637 
57701 | 57782 
58053 | 59781 
58945 | 59938 
57896 | 60041 
58666 | 57371 
59808 | 58634 
58157 | 60237 
60485 | 59615 
60681 | 59658 
57648 | 59794 
59525 | 57471 
58627 | 60063 
58434 | 57410 
57559 | 58918 
60085 | 57690 
57707 | 60072 
59756 | 58643 
59914 | 59971 
57733 | 58764 
60437 | 57552 
58161 | 59786 
59435 | 59794 
58113 | 58180 
57699 | 59735 
58054 | 59495 
