0 | 0 
57967 | 60527 
58756 | 59922 
57988 | 60437 
57736 | 58375 
60685 | 57690 
57475 | 59738 
58541 | 58072 
59424 | 59701 
58648 | 58988 
60456 | 58213 
59395 | 59778 
57605 | 57874 
60436 | 59777 
57892 | 58883 
59669 | 59739 
57876 | 57687 
57535 | 59425 
59737 | 58016 
59073 | 58387 
58523 | 60736 
60114 | 59656 
59048 | 57951 
57745 | 57361 
59575 | 59063 
58033 | 59957 
59592 | 57908 
58202 | 57509 
57519 | 59697 
60196 | 60681 
60813 | 58895 
58976 | 60417 
57791 | 58164 
60563 | 57905 
59906 | 58064 
58008 | 58885 
57389 | 60211 
58571 | 57619 
58956 | 60233 
59946 | 60756 
60611 | 57879 
60239 | 60099 
58699 | 57505 
57350 | 58149 
59748 | 59087 
59503 | 59414 
59669 | 59675 
58571 | 60833 
60197 | 60491 
58883 | 59903 
