13 | 843
14 | 374
11 | 412
10 | 416
11 | 229
9 | 278
11 | 138
9 | 156
400 | 107
4510 | 129
41523 | 60
41515 | 77
41542 | 87
41541 | 65
41609 | 55
41652 | 59
41695 | 78
41557 | 35
41739 | 52
41535 | 68
41724 | 57
42035 | 55
41291 | 43
41777 | 41
41624 | 25
41723 | 39
41639 | 38
41715 | 37
41706 | 40
41671 | 23
41837 | 30
41712 | 30
42277 | 30
41157 | 35
41635 | 45
41579 | 33
41709 | 31
41742 | 44
41767 | 35
41743 | 25
41664 | 46
41704 | 29
41887 | 24
44169 | 27
39447 | 28
41565 | 26
41702 | 29
41788 | 86
41684 | 27
42033 | 33
41452 | 27
41756 | 26
41708 | 27
41738 | 26
41763 | 25
41808 | 25
41695 | 26
41707 | 25
41766 | 36
41746 | 24
41777 | 23
41704 | 26
41732 | 35
41889 | 27
41719 | 22
41834 | 25
41719 | 27
41688 | 27
41821 | 27
42014 | 42
41828 | 39
41487 | 25
41606 | 27
41721 | 26
41804 | 26
41779 | 42
41682 | 25
41771 | 23
41734 | 24
41753 | 24
41800 | 27
42972 | 23
40623 | 27
41792 | 26
41625 | 40
41858 | 23
41787 | 37
41677 | 23
41702 | 29
41802 | 26
41777 | 25
41793 | 26
44204 | 25
39151 | 38
41759 | 21
41779 | 39
41705 | 22
41803 | 40
41756 | 25
41766 | 25
41703 | 27
41760 | 26
41871 | 23
41894 | 41
41562 | 25
41714 | 26
41764 | 24
41873 | 21
41608 | 26
41832 | 25
41763 | 25
41789 | 24
41749 | 24
41654 | 23
41810 | 24
41745 | 23
41700 | 23
41818 | 23
41687 | 24
42418 | 39
41118 | 27
41758 | 22
41922 | 24
41862 | 26
41618 | 25
41819 | 25
41682 | 23
41747 | 25
41836 | 23
41728 | 24
42203 | 25
41366 | 24
41678 | 24
41776 | 24
41670 | 25
41819 | 24
41679 | 38
41760 | 23
41778 | 38
41782 | 23
41713 | 24
44350 | 28
39203 | 24
41831 | 24
41780 | 40
41768 | 26
41817 | 25
41756 | 24
