17 | 383
9 | 153
8 | 346
7 | 93
8 | 279
8 | 153
7 | 85
7 | 74
7 | 93
32864 | 74
41496 | 22
41607 | 59
41679 | 68
41628 | 15
41778 | 43
41950 | 39
41365 | 23
41666 | 42
41678 | 20
43378 | 35
40067 | 9
41702 | 24
41794 | 22
41702 | 21
41694 | 14
41786 | 19
41754 | 14
41706 | 23
41881 | 17
41718 | 11
41878 | 11
41664 | 11
41768 | 10
41781 | 14
41757 | 10
41829 | 14
41697 | 7
41721 | 17
41799 | 9
41642 | 12
41862 | 9
45473 | 12
38030 | 9
41782 | 9
41770 | 6
41760 | 11
42128 | 14
41539 | 10
41780 | 8
41740 | 13
41806 | 8
41812 | 10
41732 | 6
41885 | 8
41670 | 10
41808 | 10
41727 | 8
41687 | 9
41787 | 9
41855 | 9
41841 | 9
41703 | 8
41722 | 9
41826 | 11
42840 | 8
40702 | 9
41846 | 7
41827 | 10
43379 | 7
40131 | 7
41790 | 7
41759 | 8
41780 | 8
41712 | 10
41862 | 14
41801 | 10
41690 | 8
41761 | 8
41893 | 5
41659 | 7
41798 | 7
41777 | 8
41774 | 9
41730 | 6
41837 | 8
41889 | 8
41852 | 10
41685 | 8
41791 | 9
41787 | 8
45593 | 6
37934 | 6
41806 | 9
41803 | 8
41813 | 7
41690 | 5
41730 | 8
41848 | 5
41723 | 8
41811 | 6
41807 | 6
41774 | 9
41838 | 9
41698 | 5
41933 | 7
41733 | 7
41789 | 6
41781 | 8
41766 | 6
41950 | 8
41722 | 5
41774 | 9
41759 | 7
42251 | 7
41216 | 7
41776 | 5
41782 | 6
43490 | 7
40054 | 6
41795 | 6
41702 | 6
41877 | 6
41813 | 7
41852 | 6
41978 | 11
41613 | 5
41749 | 9
41835 | 9
41845 | 6
41640 | 8
41842 | 7
41737 | 7
41867 | 8
41655 | 7
41837 | 8
41728 | 7
41772 | 7
41751 | 6
41847 | 7
45469 | 7
38075 | 5
41770 | 6
41756 | 7
41790 | 7
41908 | 8
41771 | 7
41855 | 6
41703 | 6
41867 | 5
41755 | 7
41748 | 7
41899 | 6
41658 | 6
41719 | 7
41805 | 6
41731 | 6
41914 | 8
41679 | 7
41838 | 7
41797 | 8
41756 | 6
41775 | 6
41760 | 7
41873 | 7
41833 | 6
41733 | 6
43484 | 7
40084 | 8
41789 | 7
41751 | 7
41855 | 6
41760 | 6
41806 | 7
41687 | 6
41715 | 6
41814 | 7
41826 | 7
41860 | 8
41712 | 7
41731 | 6
41862 | 5
43979 | 8
39666 | 7
41796 | 7
41815 | 8
41779 | 6
41760 | 6
41809 | 7
45603 | 6
38541 | 7
41169 | 7
41748 | 7
41754 | 7
41796 | 7
41789 | 7
41674 | 6
41863 | 7
41824 | 7
41858 | 6
41731 | 7
41723 | 6
41909 | 6
41801 | 7
41758 | 7
41841 | 7
41686 | 5
41762 | 7
41876 | 7
41746 | 8
41853 | 6
41744 | 6
41724 | 7
41791 | 7
41738 | 7
41868 | 7
43446 | 7
40045 | 7
41756 | 7
41820 | 6
41782 | 6
41792 | 7
41860 | 6
41852 | 9
41763 | 8
41759 | 7
41786 | 5
41762 | 7
41804 | 7
41828 | 5
41744 | 6
41774 | 6
41783 | 7
41747 | 8
41819 | 6
41704 | 6
41848 | 7
41864 | 6
45497 | 7
39307 | 7
40611 | 7
41717 | 7
41869 | 6
41741 | 8
41739 | 6
41842 | 6
41695 | 6
43041 | 7
40543 | 7
41810 | 3254
38636 | 10
41621 | 7
41873 | 6
41743 | 7
41717 | 7
41804 | 6
41794 | 8
42069 | 8
41529 | 7
41749 | 6
41929 | 7
41866 | 5
41708 | 7
41714 | 5
41774 | 6
77844 | 7
5704 | 6
41887 | 6
41717 | 5
41832 | 6
41672 | 6
41866 | 6
41717 | 7
41811 | 6
41768 | 7
41743 | 6
41876 | 6
41782 | 6
41890 | 6
41745 | 6
41787 | 6
41793 | 6
41773 | 6
41853 | 6
41793 | 6
41764 | 7
41738 | 6
45513 | 7
38018 | 6
41749 | 6
41783 | 6
41765 | 6
41770 | 6
41829 | 7
41780 | 7
41754 | 6
42098 | 6
41486 | 7
41907 | 6
41762 | 6
41795 | 6
41869 | 5
41699 | 6
41786 | 7
41778 | 6
41799 | 5
41787 | 6
41832 | 6
41804 | 5
41691 | 6
41718 | 6
41800 | 6
41831 | 6
41786 | 5
43534 | 6
40305 | 7
41439 | 6
42013 | 6
41691 | 6
41793 | 6
41896 | 6
41791 | 9
41712 | 6
41752 | 6
41770 | 6
41843 | 6
41756 | 6
41713 | 7
41766 | 6
41830 | 5
41756 | 6
41853 | 6
41708 | 7
41786 | 6
41780 | 6
41772 | 6
45784 | 5
37915 | 6
41770 | 6
41773 | 5
41870 | 6
41765 | 5
41756 | 6
41752 | 7
41775 | 5
43138 | 7
40445 | 6
41721 | 6
41816 | 6
41794 | 6
41786 | 6
41744 | 6
41812 | 6
41783 | 6
41802 | 6
41922 | 6
41906 | 6
41748 | 7
41620 | 6
41830 | 6
41762 | 7
41754 | 6
41933 | 6
43446 | 7
40826 | 7
41033 | 7
41648 | 6
41788 | 6
41811 | 5
41726 | 5
41812 | 6
41752 | 5
41816 | 6
41845 | 6
41757 | 6
41706 | 6
41953 | 5
41761 | 6
41807 | 7
41759 | 6
41788 | 7
41809 | 5
41704 | 7
41870 | 7
41769 | 6
43739 | 5
39792 | 6
41781 | 7
41878 | 8
41812 | 9
41637 | 7
41791 | 6
41777 | 5
41787 | 5
43228 | 7
40432 | 6
41757 | 5
41861 | 6
41753 | 7
41762 | 6
41810 | 7
41803 | 6
41780 | 6
41774 | 5
41749 | 6
41818 | 7
41653 | 6
41825 | 6
41836 | 6
41738 | 5
41816 | 6
41731 | 6
43704 | 7
40529 | 6
41234 | 6
41832 | 6
41746 | 6
41831 | 7
41757 | 7
41743 | 6
41811 | 7
41901 | 6
41728 | 6
41708 | 7
41800 | 6
41795 | 6
41737 | 6
41810 | 6
41748 | 7
41870 | 8
41713 | 6
41795 | 6
41766 | 6
41940 | 6
45533 | 6
37972 | 6
41780 | 6
41854 | 6
41696 | 6
41804 | 6
41800 | 6
41796 | 6
41784 | 6
43133 | 9
40356 | 6
41827 | 6
41758 | 6
41799 | 8
41782 | 6
41761 | 6
41823 | 7
41803 | 5
41728 | 5
42007 | 6
41663 | 7
41943 | 8
41716 | 6
41821 | 6
41755 | 6
41820 | 6
41761 | 6
43683 | 6
39967 | 7
41740 | 6
41775 | 6
41779 | 6
41766 | 6
42088 | 6
41472 | 6
41902 | 6
41737 | 6
41796 | 7
41765 | 6
41788 | 6
41732 | 7
41793 | 6
41781 | 5
41853 | 7
41724 | 7
41872 | 6
41733 | 7
41841 | 5
41762 | 7
45597 | 6
37967 | 6
41791 | 6
41737 | 6
41788 | 7
41892 | 7
42281 | 6
41251 | 6
41785 | 5
43107 | 6
40546 | 6
41635 | 6
41844 | 7
41753 | 6
41860 | 6
41739 | 7
41827 | 6
41776 | 6
41807 | 6
41747 | 6
41789 | 6
41741 | 7
41797 | 6
41780 | 6
41880 | 6
41782 | 6
41821 | 7
43526 | 6
39988 | 5
41725 | 6
41838 | 6
41723 | 5
41848 | 6
41720 | 6
41821 | 7
41920 | 4
41684 | 7
41781 | 6
41797 | 6
41773 | 6
41765 | 6
41763 | 6
41981 | 7
41587 | 6
41686 | 6
41969 | 6
41791 | 6
41835 | 7
41766 | 6
45572 | 5
37895 | 6
41804 | 6
41802 | 6
